id	mittente	destinatario	luogo_mittente
1138	Manzoni, Alessandro	Manzoni Borri, Teresa	Stresa
1141	Manzoni, Alessandro	Capretti, Giuseppe	Milano
1150	Manzoni, Alessandro	Comitato per il Monumento a Vittorio Alfieri Asti	Milano
1153	Manzoni, Alessandro	Pogliaghi, Salvatore	
1155	Manzoni, Alessandro	Luti, Emilia	Milano
1159	Manzoni, Alessandro	De Vit, Vincenzo	Milano
1161	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1162	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1163	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1165	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1168	Manzoni, Alessandro	Manzoni Borri, Teresa	Genova
1169	Manzoni, Alessandro	Manzoni Borri, Teresa	Viareggio
1170	Manzoni, Alessandro	Manzoni Borri, Teresa	Viareggio
1171	Manzoni, Alessandro	Manzoni Borri, Teresa	Viareggio
1172	Manzoni, Alessandro	Manzoni Borri, Teresa	Viareggio
1173	Manzoni, Alessandro	Broglio, Emilio	Viareggio
1174	Manzoni, Alessandro	Manzoni Borri, Teresa	Varramista
1175	Manzoni, Alessandro	Broglio, Emilio	Varramista
1176	Manzoni, Alessandro	Manzoni Borri, Teresa	Viareggio
1177	Manzoni, Alessandro	Manzoni Borri, Teresa	Viareggio
1179	Manzoni, Alessandro	Manzoni Borri, Teresa	Genova
1180	Manzoni, Alessandro	Manzoni Borri, Teresa	Milano
1183	Manzoni, Alessandro	Arconati Visconti, Giuseppe	Lesa
1185	Manzoni, Alessandro	Rossi, Francesco	
1195	Manzoni, Alessandro	Manzoni Borri, Teresa	Milano
1196	Manzoni, Alessandro	Pestalozza, Alessandro	Brusuglio
1197	Manzoni, Alessandro	Manzoni Borri, Teresa	Brusuglio
1198	Manzoni, Alessandro	Manzoni Borri, Teresa	Milano
1199	Manzoni, Alessandro	Manzoni Borri, Teresa	Milano
1200	Manzoni, Alessandro	Manzoni Borri, Teresa	Milano
1201	Manzoni, Alessandro	Manzoni Borri, Teresa	Milano
1203	Manzoni, Alessandro	Manzoni Borri, Teresa	Milano
1204	Manzoni, Alessandro	Manzoni Borri, Teresa	Milano
1205	Manzoni, Alessandro	Rossi, Francesco	Milano
1211	Manzoni, Alessandro	Manzoni Borri, Teresa	Dal Noviziato
1212	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1213	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1214	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1215	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1216	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1217	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1219	Manzoni, Alessandro	Trotti Bentivoglio, Giulio	Milano
1227	Manzoni, Alessandro	Manzoni Borri, Teresa	Brusuglio
1228	Manzoni, Alessandro	Manzoni Borri, Teresa	Brusuglio
1229	Manzoni, Alessandro	Manzoni Borri, Teresa	Brusuglio
1230	Manzoni, Alessandro	Manzoni Borri, Teresa	Brusuglio
1231	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Brusuglio
1232	Manzoni, Alessandro	Manzoni Borri, Teresa	Brusuglio
1233	Manzoni, Alessandro	Stampa, Stefano Giuseppe	
1234	Manzoni, Alessandro	Manzoni Borri, Teresa	Brusuglio
1237	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
1243	Manzoni, Alessandro	Istituto Lombardo di Scienze Lettere e Arti	Milano
1247	Manzoni, Alessandro	Cavour, Camillo Benso conte di	Milano
1248	Manzoni, Alessandro	Oytana, Giovanni Battista	Milano
1249	Manzoni, Alessandro	Fresne, Marcellin de	
1251	Manzoni, Alessandro	Manzoni, Enrico	Milano
1257	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1258	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1259	Manzoni, Alessandro	Manzoni Borri, Teresa	Cassolnovo
1266	Manzoni, Alessandro	Ratti, Giulio	
1267	Manzoni, Alessandro	De Gubernatis, Angelo	Milano
1269	Manzoni, Alessandro	Colet, Louise	Milano
1271	Manzoni, Alessandro	Azeglio, Massimo Taparelli d'	Milano
1272	Manzoni, Alessandro	Colet, Louise	
1273	Manzoni, Alessandro	Maffei, Clara	
1277	Manzoni, Alessandro	Maffei, Clara	
1278	Manzoni, Alessandro	Cavour, Camillo Benso conte di	
1282	Manzoni, Alessandro	Maffei, Clara	
1283	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
1285	Manzoni, Alessandro	Ratti, Giulio	Milano
1286	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Torino
1287	Manzoni, Alessandro	Manzoni, Pietro Luigi	Torino
1292	Manzoni, Alessandro	Miglio, Saulle	Milano
1293	Manzoni, Alessandro	Manzoni, Enrico	Milano
1295	Manzoni, Alessandro	Panattoni, Giuseppe	Milano
1298	Manzoni, Alessandro	Barbiano di Belgioioso, Carlo	Milano
1299	Manzoni, Alessandro	Breme, Ferdinando Arborio Gattinara di	Milano
1300	Manzoni, Alessandro	Manzoni Borri, Teresa	Torino
1306	Manzoni, Alessandro	Zambrini, Francesco	Milano
1307	Manzoni, Alessandro	Zambrini, Francesco	Milano
1309	Manzoni, Alessandro	Redaelli, Giuseppe	
1311	Manzoni, Alessandro	Rossari, Luigi	
1315	Manzoni, Alessandro	Poggioli, Giuseppe	Milano
1317	Manzoni, Alessandro	Borri, Giuseppe	Brusuglio
1319	Manzoni, Alessandro	Galli, Benedetto	Brusuglio
1320	Manzoni, Alessandro	Il Manzoni. Albo scientifico letterario artistico	Brusuglio
1321	Manzoni, Alessandro	Pestalozza, Alessandro	Brusuglio
1322	Manzoni, Alessandro	Istituto Lombardo di Scienze Lettere e Arti	Milano
1327	Manzoni, Alessandro	De Sterlich, Cesare	Milano
1330	Manzoni, Alessandro	Pallastrelli, Bernardo	Milano
1335	Manzoni, Alessandro	De Vabres, P. J.	Milano
1337	Manzoni, Alessandro	Castillia, Gaetano de	Brusuglio
1338	Manzoni, Alessandro	Rossari, Luigi	Brusuglio
1339	Manzoni, Alessandro	Appiani Strigelli, Giuseppina	Brusuglio
1340	Manzoni, Alessandro	Castillia, Gaetano de	Brusuglio
1341	Manzoni, Alessandro	Goncet, Jean	Milano
1344	Manzoni, Alessandro	Preti Manzoni, Enrichetta	Milano
1346	Manzoni, Alessandro	Accademia Italo Vichiana di Filosofia nazionale di Napoli	Milano
1349	Manzoni, Alessandro	Broglio, Emilio	Milano
1355	Manzoni, Alessandro	Rendu, Eugène	Milano
1356	Manzoni, Alessandro	Maffei, Clara	
1358	Manzoni, Alessandro	Pogliaghi, Salvatore	
1359	Manzoni, Alessandro	De Amicis, Edmondo	Milano
1360	Manzoni, Alessandro	De Amicis, Edmondo	
1365	Manzoni, Alessandro	Gussalli, Antonio	Brusuglio
1367	Manzoni, Alessandro	Arconati Visconti, Costanza	Brusuglio
1368	Manzoni, Alessandro	Manzoni, Pietro Luigi	Cassolnovo
1369	Manzoni, Alessandro	Maffei, Clara	Brusuglio
1370	Manzoni, Alessandro	Avezzana, Giuseppe	Milano
1371	Manzoni, Alessandro	Minnelli, Domenico	Milano
1372	Manzoni, Alessandro	Cattaneo, Samuele	Milano
1374	Manzoni, Alessandro	Martelli, Enrico	Milano
1377	Manzoni, Alessandro	Pericoli, Giovanni Battista	Milano
1378	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
1385	Manzoni, Alessandro	Manzoni, Pietro Luigi	Bologna
1389	Manzoni, Alessandro	Maffei, Clara	Brusuglio
1390	Manzoni, Alessandro	Arconati Visconti, Costanza	Milano
1393	Manzoni, Alessandro	Società degli Amici dell'Istruzione Popolare	
1395	Manzoni, Alessandro	Castillia, Gaetano de	Milano
1397	Manzoni, Alessandro	Nigra, Costantino	Milano
1398	Manzoni, Alessandro	Pisanelli, Giuseppe	Milano
1401	Manzoni, Alessandro	Padiglione, Carlo	Milano
1402	Manzoni, Alessandro	Lockhart, Janes	
1406	Manzoni, Alessandro	Rossari, Luigi	Brusuglio
1407	Manzoni, Alessandro	Manzoni, Enrico	Brusuglio
1408	Manzoni, Alessandro	Manzoni, Filippo	Brusuglio
1410	Manzoni, Alessandro	Bonavino, Cristoforo	Brusuglio
1413	Manzoni, Alessandro	Fresne, Marcellin de	Milano
1418	Manzoni, Alessandro	Ratti, Giulio	
1422	Manzoni, Alessandro	Ratti, Giulio	Milano
1426	Manzoni, Alessandro	Bonaparte, Gerolamo	Milano
1427	Manzoni, Alessandro	Maffei, Clara	Milano
1428	Manzoni, Alessandro	Martin, Henri	Milano
1431	Manzoni, Alessandro	Cantù, Cesare	Milano
1432	Manzoni, Alessandro	Borgomanero Myra, Giulia	Milano
1434	Manzoni, Alessandro	Longoni, Luigi	Brusuglio
1435	Manzoni, Alessandro	Longoni, Luigi	Brusuglio
1436	Manzoni, Alessandro	Longoni, Luigi	Brusuglio
1437	Manzoni, Alessandro	Questura del Senato	Milano
1441	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
1442	Manzoni, Alessandro	Acri, Francesco	Milano
1443	Manzoni, Alessandro	Tarra, Giulio	Milano
1444	Manzoni, Alessandro	Corbella, Ambrogio	Milano
1449	Manzoni, Alessandro	Broglio, Emilio	Milano
1451	Manzoni, Alessandro	Broglio, Emilio	Milano
1460	Manzoni, Alessandro	Broglio, Emilio	Milano
1461	Manzoni, Alessandro	Fanfani, Pietro	Milano
1466	Manzoni, Alessandro	Casati, Gabrio	Milano
1471	Manzoni, Alessandro	Broglio, Emilio	Milano
1472	Manzoni, Alessandro	Broglio, Emilio	Milano
1473	Manzoni, Alessandro	Broglio, Emilio	Milano
1474	Manzoni, Alessandro	Broglio, Emilio	Milano
1475	Manzoni, Alessandro	Rossari, Luigi	Brusuglio
1476	Manzoni, Alessandro	Turchi, Pietro	Brusuglio
1478	Manzoni, Alessandro	Broglio, Emilio	Brusuglio
1480	Manzoni, Alessandro	Giorgini, Giovanni Battista	Brusuglio
1482	Manzoni, Alessandro	Codemo, Luigia	Milano
1483	Manzoni, Alessandro	Broglio, Emilio	Milano
1485	Manzoni, Alessandro	Non identificato	Milano
1499	Manzoni, Alessandro	Guidicini, Ferdinando	
1502	Manzoni, Alessandro	Borri, Giuseppe	Brusuglio
1503	Manzoni, Alessandro	Codemo, Luigia	Brusuglio
1505	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Brusuglio
1507	Manzoni, Alessandro	Lambruschini, Raffaello	Brusuglio
1511	Manzoni, Alessandro	Pedro II	
1517	Manzoni, Alessandro	Umberto di Savoia	Milano
1518	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
1528	Manzoni, Alessandro	Minervini, Francesco	Milano
1531	Manzoni, Alessandro	Società promotrice per l'incremento del Teatro Comico in Italia	Milano
1533	Manzoni, Alessandro	Collegio di Merate	Milano
1535	Manzoni, Alessandro	Della Valle, Alfonso	Milano
1542	Manzoni, Alessandro	Pedro II	
1543	Manzoni, Alessandro	Pedro II	
1548	Manzoni, Alessandro	Pedro II	
1549	Manzoni, Alessandro	Biblioteca Popolare A. Manzoni	Milano
1551	Manzoni, Alessandro	Corriere di Milano	
1553	Manzoni, Alessandro	Cocchetti, Carlo	Milano
1554	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
1559	Manzoni, Alessandro	Sindaco di Roma	Brusuglio
1565	Manzoni, Alessandro	Cocchetti, Carlo	Milano
1566	Manzoni, Alessandro	Tarra, Giulio	Brusuglio
1568	Manzoni, Alessandro	Favari, Francesco	
1570	Manzoni, Alessandro	Perez, Paolo	Brusuglio
1577	Manzoni, Alessandro	Pedro II	Milano
1579	Manzoni, Alessandro	Agodino, Pio Celestino	
1580	Manzoni, Alessandro	Agodino, Pio Celestino	
1584	Manzoni, Alessandro	Azeglio Maumary, Louise Elisabette Marie, d'	Milano
1586	Manzoni, Alessandro	Beccaria, Giacomo	
1587	Manzoni, Alessandro	Beccaria, Giacomo	
1588	Manzoni, Alessandro	Beccaria, Giacomo	
1590	Manzoni, Alessandro	Beccaria, Giacomo	
1591	Manzoni, Alessandro	Beccaria, Giacomo	
1629	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
1630	Manzoni, Alessandro	Cattaneo, Gaetano	
1631	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1632	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1633	Manzoni, Alessandro	Cattaneo, Gaetano	
1634	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1635	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
1636	Manzoni, Alessandro	Cattaneo, Gaetano	
1637	Manzoni, Alessandro	Cattaneo, Gaetano	
1638	Manzoni, Alessandro	Cattaneo, Gaetano	
1639	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1640	Manzoni, Alessandro	Cattaneo, Gaetano	
1641	Manzoni, Alessandro	Cattaneo, Gaetano	
1642	Manzoni, Alessandro	Cattaneo, Gaetano	
1643	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1644	Manzoni, Alessandro	Cattaneo, Gaetano	
1645	Manzoni, Alessandro	Cattaneo, Gaetano	
1646	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
1647	Manzoni, Alessandro	Cattaneo, Gaetano	
1648	Manzoni, Alessandro	Cattaneo, Gaetano	
1649	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
1650	Manzoni, Alessandro	Rossi, Francesco	Milano
1651	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1652	Manzoni, Alessandro	Cattaneo, Gaetano	
1654	Manzoni, Alessandro	Cattaneo, Gaetano	
1655	Manzoni, Alessandro	Cattaneo, Gaetano	
1660	Manzoni, Alessandro	De Vit, Vincenzo	
1662	Manzoni, Alessandro	Ferrario, Vincenzo	
1663	Manzoni, Alessandro	Frapolli, Cesare	
1664	Manzoni, Alessandro	Frisiani, Paolo	
1665	Manzoni, Alessandro	Giudici, Gaetano	
1667	Manzoni, Alessandro	Grossi, Tommaso	
1668	Manzoni, Alessandro	Grossi, Tommaso	Brusuglio
1671	Manzoni, Alessandro	Grossi, Tommaso	
1673	Manzoni, Alessandro	Grossi, Tommaso	Brusuglio
1674	Manzoni, Alessandro	Grossi, Tommaso	
1675	Manzoni, Alessandro	Grossi, Tommaso	
1680	Manzoni, Alessandro	Grossi, Tommaso	Brusuglio
1681	Manzoni, Alessandro	Gussalli, Antonio	
1684	Manzoni, Alessandro	Gussalli, Antonio	
1691	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1692	Manzoni, Alessandro	Manzoni, Pietro Luigi	
1693	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1695	Manzoni, Alessandro	Manzoni, Pietro Luigi	Milano
1699	Manzoni, Alessandro	Manzoni, Pietro Luigi	
1702	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1706	Manzoni, Alessandro	Mojon Milesi, Bianca	
1707	Manzoni, Alessandro	Non identificato	
1711	Manzoni, Alessandro	Rossari, Luigi	
1712	Manzoni, Alessandro	Rossari, Luigi	
1713	Manzoni, Alessandro	Rossari, Luigi	
1714	Manzoni, Alessandro	Rossari, Luigi	
1715	Manzoni, Alessandro	Rossari, Luigi	
1716	Manzoni, Alessandro	Rossari, Luigi	
1717	Manzoni, Alessandro	Rossari, Luigi	
1718	Manzoni, Alessandro	Rossari, Luigi	
1719	Manzoni, Alessandro	Rossari, Luigi	
1720	Manzoni, Alessandro	Rossari, Luigi	
1721	Manzoni, Alessandro	Rossari, Luigi	
1722	Manzoni, Alessandro	Rossari, Luigi	
1723	Manzoni, Alessandro	Rossari, Luigi	
1725	Manzoni, Alessandro	Rossari, Luigi	
1726	Manzoni, Alessandro	Rossari, Luigi	
1727	Manzoni, Alessandro	Rossari, Luigi	
1728	Manzoni, Alessandro	Rossari, Luigi	
1729	Manzoni, Alessandro	Rossi, Francesco	Milano
1730	Manzoni, Alessandro	Rossi, Francesco	Milano
1731	Manzoni, Alessandro	Rossi, Francesco	Milano
1733	Manzoni, Alessandro	Rossi, Francesco	Milano
1734	Manzoni, Alessandro	Rossi, Francesco	Milano
1735	Manzoni, Alessandro	Rossi, Francesco	Milano
1736	Manzoni, Alessandro	Rossi, Francesco	Milano
1739	Manzoni, Alessandro	Rossi, Francesco	Brusuglio
1740	Manzoni, Alessandro	Rossi, Francesco	
1741	Manzoni, Alessandro	Rossi, Francesco	Milano
1742	Manzoni, Alessandro	Rossi, Francesco	
1743	Manzoni, Alessandro	Rossi, Francesco	Milano
1744	Manzoni, Alessandro	Rossi, Francesco	Milano
1745	Manzoni, Alessandro	Rossi, Francesco	Milano
1746	Manzoni, Alessandro	Rossi, Francesco	Milano
1747	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1748	Manzoni, Alessandro	Stampa, Stefano Giuseppe	
1750	Manzoni, Alessandro	Tommaseo, Niccolò	Milano
1751	Manzoni, Alessandro	Trechi, Sigismondo	
1753	Manzoni, Alessandro	Trechi, Sigismondo	
1754	Manzoni, Alessandro	Trechi, Sigismondo	
1768	Manzoni, Alessandro	Luti, Emilia	
1770	Manzoni, Alessandro	Luti, Emilia	Milano
1771	Manzoni, Alessandro	Luti, Emilia	Milano
1772	Manzoni, Alessandro	Luti, Emilia	Milano
1773	Manzoni, Alessandro	Luti, Emilia	Milano
1774	Manzoni, Alessandro	Luti, Emilia	Milano
1775	Manzoni, Alessandro	Luti, Emilia	Milano
1778	Manzoni, Alessandro	Giussani, Francesco	Milano
1788	Manzoni, Alessandro	Redaelli, Giuseppe; Guglielmini, Vincenzo	Milano
1789	Manzoni, Alessandro	Redaelli, Giuseppe; Guglielmini, Vincenzo	Milano
1791	Manzoni, Alessandro	F.lli Baroggi, Frigerio e Comp.	Milano
1792	Manzoni, Alessandro	Guglielmini, Vincenzo	
1793	Manzoni, Alessandro	F.lli Baroggi, Frigerio e Comp.	Milano
1794	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
1798	Manzoni, Alessandro	Caremoli, Giovanni	Milano
1801	Manzoni, Alessandro	Redaelli, Giuseppe	Milano
1807	Manzoni, Alessandro	Boschetti, Luigi	Milano
1811	Manzoni, Alessandro	Reale Biblioteca di Brera	Milano
1812	Manzoni, Alessandro	Biblioteca Nazionale Braidense	Milano
1813	Manzoni, Alessandro	Maderna, Achille	Brusuglio
1818	Manzoni, Alessandro	Zardetti, Carlo	Milano
1821	Manzoni, Alessandro	Grossi, Tommaso	Brusuglio
1826	Manzoni, Alessandro	Saluzzo Roero, Diodata	Milano
1827	Manzoni, Alessandro	Pecchio, Luigi	Brusuglio
1831	Manzoni, Alessandro	Montalembert, Charles Forbes de	Milano
1832	Manzoni, Alessandro	Grossi, Tommaso	Milano
1833	Manzoni, Alessandro	Collegno, Giacinto Provana di	Milano
1834	Manzoni, Alessandro	Pecchio, Luigi	Brusuglio
1836	Manzoni, Alessandro	Manzoni, Sofia	
1837	Manzoni, Alessandro	Manzoni, Sofia	Milano
1838	Manzoni, Alessandro	Manzoni, Sofia	Milano
1842	Manzoni, Alessandro	Manzoni, Sofia	Lesa
1845	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1848	Manzoni, Alessandro	Bonghi, Ruggiero	Milano
1850	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1851	Manzoni, Alessandro	Trotti Bentivoglio, Lodovico	Milano
1856	Manzoni, Alessandro	Miglio, Saulle	Milano
1861	Manzoni, Alessandro	Cattaneo, Gaetano	
1862	Manzoni, Alessandro	Non identificato	
1864	Manzoni, Alessandro	Non identificato	Milano
1870	Manzoni, Alessandro	Petracchi, Angelo	Brusuglio
1878	Manzoni, Alessandro	Manzoni, Vittoria	Massarosa
1879	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
1882	Manzoni, Alessandro	Azeglio Maumary, Louise Elisabette Marie, d'	Milano
1885	Manzoni, Alessandro	Arconati Visconti, Costanza	Milano
1886	Manzoni, Alessandro	Panattoni, Giuseppe	Milano
1892	Manzoni, Alessandro	Moltedo, Francesco Tranquillino	Milano
1893	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1896	Manzoni, Alessandro	Rossi, Francesco	Milano
1897	Manzoni, Alessandro	Rossi, Francesco	Milano
1906	Manzoni, Alessandro	Bocca, Giuseppe	Milano
1916	Manzoni, Alessandro	Mojon Milesi, Bianca	Milano
1918	Manzoni, Alessandro	F.lli Baroggi, Frigerio e Comp.	Milano
1919	Manzoni, Alessandro	Litta Modignani, Luigi Vitaliano	Milano
1920	Manzoni, Alessandro	Litta Modignani, Lorenzo	Milano
1922	Manzoni, Alessandro	Rosmini, Antonio	Milano
1924	Manzoni, Alessandro	Gonin, Francesco	Milano
1927	Manzoni, Alessandro	Mauri, Achille	Milano
1942	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1945	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1950	Manzoni, Alessandro	Rossi, Francesco	Milano
1952	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
1954	Manzoni, Alessandro	Torelli, Luigi	Milano
1957	Manzoni, Alessandro	Botta, Vincenzo	Milano
1960	Manzoni, Alessandro	Ratti, Giulio	Milano
1963	Manzoni, Alessandro	Blondel, Adélaïde	
1968	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1969	Manzoni, Alessandro	Sogni, Antonio	
1970	Manzoni, Alessandro	Manzoni, Pietro Luigi	Brusuglio
1971	Manzoni, Alessandro	Bonghi, Ruggiero	
